	mir	dis	cau
19466	hsa-mir-296	Colitis	0
14645	hsa-mir-200c	HIV Infections	0
20715	hsa-mir-301b	Psoriasis	0
2211	hsa-mir-107	Inflammation	0
11112	hsa-mir-182	Mouth Neoplasms	0
8000	hsa-mir-141	Nasopharyngeal Neoplasms	0
10638	hsa-mir-181b	Gout	0
37616	hsa-mir-574	Heart Failure	0
22669	hsa-mir-320b	Choriocarcinoma	0
36385	hsa-mir-520e	Cerebral Hemorrhage	0
16814	hsa-mir-216a	Colonic Neoplasms	0
20441	hsa-mir-300	Waldenstrom Macroglobulinemia	0
25534	hsa-mir-34b	Retinal Degeneration	0
45299	hsa-mir-944	Neurodegenerative Diseases	0
20085	hsa-mir-29b	Leiomyosarcoma	0
4199	hsa-mir-1254	Aortic Valve Stenosis	0
37718	hsa-mir-575	Atrial Fibrillation	0
38590	hsa-mir-590	Retinoblastoma	0
19536	hsa-mir-296	Myocardial Infarction	0
13857	hsa-mir-199a	Myocardial Reperfusion Injury	0
23705	hsa-mir-330	Colitis	0
25933	hsa-mir-362	Multiple Sclerosis	0
45808	hsa-mir-99a	Diabetes Mellitus	0
21645	hsa-mir-30b	Carotid Artery Diseases	0
17113	hsa-mir-217	Colitis	0
7663	hsa-mir-139	Endometrial Neoplasms	0
33781	hsa-mir-501	Periodontal Diseases	0
3882	hsa-mir-1246	Small Cell Lung Carcinoma	0
3697	hsa-mir-124	Musculoskeletal Abnormalities	0
7280	hsa-mir-136	Liposarcoma	0
22321	hsa-mir-31	Pituitary Neoplasms	0
7753	hsa-mir-139	Sepsis	0
12223	hsa-mir-18b	Gout	0
457	hsa-let-7d	Choriocarcinoma	0
35331	hsa-mir-513b	Carotid Artery Diseases	0
17221	hsa-mir-217	Stroke	0
3023	hsa-mir-122	Adrenal Cortex Neoplasms	0
38486	hsa-mir-590	Cholangiocarcinoma	0
7099	hsa-mir-135b	Gastrointestinal Neoplasms	0
2322	hsa-mir-10a	Diabetic Retinopathy	0
4411	hsa-mir-1258	Huntington Disease	0
1979	hsa-mir-106a	Pheochromocytoma	0
22724	hsa-mir-320b	Liver Failure	0
44104	hsa-mir-885	Medulloblastoma	0
17513	hsa-mir-219	Testicular Neoplasms	0
5744	hsa-mir-1297	Pituitary Neoplasms	0
14540	hsa-mir-200b	Myelodysplastic Syndromes	0
17824	hsa-mir-222	Graft vs Host Disease	0
30994	hsa-mir-452	Tongue Neoplasms	0
43909	hsa-mir-874	Fatty Liver	0
35200	hsa-mir-512	Fatty Liver	0
13563	hsa-mir-197	Myelodysplastic Syndromes	0
36030	hsa-mir-520b	Pheochromocytoma	0
12042	hsa-mir-18a	Arthritis	0
29553	hsa-mir-424	Carotid Artery Diseases	0
14487	hsa-mir-200b	Down Syndrome	0
15501	hsa-mir-208a	Metabolic Diseases	0
10309	hsa-mir-16	Periodontitis	0
15323	hsa-mir-206	Graves Disease	0
5660	hsa-mir-1297	Diabetes Mellitus	0
2259	hsa-mir-107	Polycystic Kidney Diseases	0
7176	hsa-mir-135b	Pulmonary Embolism	0
25022	hsa-mir-345	Cystic Fibrosis	0
984	hsa-let-7g	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	0
30818	hsa-mir-451a	Pituitary Neoplasms	0
14266	hsa-mir-19b	Myocardial Ischemia	0
38795	hsa-mir-593	Endometrial Neoplasms	0
24450	hsa-mir-33a	Gastrointestinal Neoplasms	0
30501	hsa-mir-449b	Multiple Sclerosis	0
2584	hsa-mir-1179	Brain Neoplasms	0
28988	hsa-mir-411	Head and Neck Neoplasms	0
23403	hsa-mir-328	Brain Neoplasms	0
12401	hsa-mir-191	Leprosy	0
15649	hsa-mir-208b	Medulloblastoma	0
45681	hsa-mir-98	Head and Neck Neoplasms	0
16302	hsa-mir-211	Lupus Nephritis	0
28078	hsa-mir-381	Cataract	0
41857	hsa-mir-661	Melanoma	0
25338	hsa-mir-34a	Hepatitis B	0
25428	hsa-mir-34b	Cataract	0
3301	hsa-mir-1228	Sepsis	0
26163	hsa-mir-367	Chordoma	0
1662	hsa-mir-103a	Musculoskeletal Abnormalities	0
21703	hsa-mir-30b	Liver Neoplasms	0
22867	hsa-mir-323a	Kidney Diseases	0
43583	hsa-mir-760	Burns	0
29062	hsa-mir-411	Prostatic Neoplasms	0
27184	hsa-mir-375	Cardiomyopathies	0
9177	hsa-mir-149	Hodgkin Disease	0
20153	hsa-mir-29c	Acute Lung Injury	0
40448	hsa-mir-629	Coronary Artery Disease	0
32953	hsa-mir-495	Colitis	0
24326	hsa-mir-339	Ischemia	0
40931	hsa-mir-638	Hypertension	0
38539	hsa-mir-590	Liver Cirrhosis	0
20340	hsa-mir-300	Gastrointestinal Neoplasms	0
45503	hsa-mir-96	Barrett Esophagus	0
17185	hsa-mir-217	Nasopharyngeal Neoplasms	0
27089	hsa-mir-374b	Kidney Diseases	0
1146	hsa-let-7i	Stroke	0
18855	hsa-mir-26a	Psoriasis	0
10620	hsa-mir-181b	Colitis	0
43299	hsa-mir-744	Crohn Disease	0
32310	hsa-mir-490	Periodontal Diseases	0
17893	hsa-mir-222	Pulmonary Embolism	0
9802	hsa-mir-154	Retinal Degeneration	0
29879	hsa-mir-431	Hodgkin Disease	0
5745	hsa-mir-1297	Polycystic Kidney Diseases	0
25016	hsa-mir-345	Choriocarcinoma	0
29853	hsa-mir-431	Diabetic Retinopathy	0
36896	hsa-mir-539	Liver Cirrhosis	0
408	hsa-let-7c	Pulmonary Fibrosis	0
2540	hsa-mir-10b	Pheochromocytoma	0
12638	hsa-mir-193a	Carotid Artery Diseases	0
27898	hsa-mir-378a	Tongue Neoplasms	0
28693	hsa-mir-409	Graves Disease	0
44394	hsa-mir-922	Multiple Sclerosis	0
31946	hsa-mir-488	Graft vs Host Disease	0
34108	hsa-mir-504	Acute Lung Injury	0
17768	hsa-mir-221	Rhabdomyosarcoma	0
20294	hsa-mir-300	Adrenal Cortex Neoplasms	0
27707	hsa-mir-377	Myocardial Reperfusion Injury	0
12888	hsa-mir-193b	Retinoblastoma	0
23379	hsa-mir-326	Spinal Cord Injuries	0
42906	hsa-mir-708	Multiple Sclerosis	0
14195	hsa-mir-19b	Cerebral Hemorrhage	0
893	hsa-let-7g	Cholesteatoma	0
45195	hsa-mir-944	Aortic Valve Stenosis	0
41512	hsa-mir-652	Glioblastoma	0
32110	hsa-mir-489	Hypertension	0
46013	hsa-mir-99b	Musculoskeletal Abnormalities	0
20782	hsa-mir-302a	Fragile X Syndrome	0
39576	hsa-mir-612	Hodgkin Disease	0
6094	hsa-mir-130a	Cardiomyopathies	0
5350	hsa-mir-129	Burkitt Lymphoma	0
5117	hsa-mir-1271	Leiomyosarcoma	0
25301	hsa-mir-34a	Brain Ischemia	0
10982	hsa-mir-181d	Nasopharyngeal Neoplasms	0
2522	hsa-mir-10b	Myelodysplastic Syndromes	0
40329	hsa-mir-628	Hodgkin Disease	0
35070	hsa-mir-511	Huntington Disease	0
38337	hsa-mir-589	Cerebral Hemorrhage	0
6472	hsa-mir-132	Pulmonary Fibrosis	0
37743	hsa-mir-575	Demyelinating Diseases	0
10226	hsa-mir-16	Chordoma	0
23764	hsa-mir-330	Medulloblastoma	0
24883	hsa-mir-342	Endomyocardial Fibrosis	0
39318	hsa-mir-608	Neurodegenerative Diseases	0
39260	hsa-mir-608	Gout	0
24869	hsa-mir-342	Chordoma	0
39384	hsa-mir-610	Carotid Artery Diseases	0
36892	hsa-mir-539	Leiomyosarcoma	0
18588	hsa-mir-24	Pulmonary Fibrosis	0
7313	hsa-mir-136	Osteosarcoma	0
4463	hsa-mir-1258	Parkinson Disease	0
33595	hsa-mir-500a	Liver Neoplasms	0
5408	hsa-mir-129	Leprosy	0
15553	hsa-mir-208a	Tourette Syndrome	0
37323	hsa-mir-545	Hodgkin Disease	0
36047	hsa-mir-520b	Sepsis	0
44430	hsa-mir-922	Rectal Neoplasms	0
31706	hsa-mir-486	Osteoporosis	0
43238	hsa-mir-720	Precursor Cell Lymphoblastic Leukemia-Lymphoma	0
9807	hsa-mir-154	Sepsis	0
24491	hsa-mir-33a	Marek Disease	0
32279	hsa-mir-490	Lupus Nephritis	0
39246	hsa-mir-608	Diabetes Mellitus	0
38353	hsa-mir-589	Endometrial Neoplasms	0
40913	hsa-mir-638	Gout	0
41242	hsa-mir-647	Liposarcoma	0
30024	hsa-mir-433	Hemangiosarcoma	0
44671	hsa-mir-92b	Leiomyosarcoma	0
26980	hsa-mir-374a	Pancreatic Neoplasms	0
40557	hsa-mir-629	Stroke	0
8176	hsa-mir-142	Small Cell Lung Carcinoma	0
8913	hsa-mir-148a	Liver Diseases	0
31896	hsa-mir-488	Adrenal Cortex Neoplasms	0
36483	hsa-mir-520e	Pituitary Neoplasms	0
14750	hsa-mir-202	Chordoma	0
23144	hsa-mir-325	Graft vs Host Disease	0
43619	hsa-mir-760	Head and Neck Neoplasms	0
28359	hsa-mir-383	Atrial Fibrillation	0
12658	hsa-mir-193a	Endomyocardial Fibrosis	0
42970	hsa-mir-718	Astrocytoma	0
27967	hsa-mir-379	Hepatitis C	0
10461	hsa-mir-17	Wounds and Injuries	0
29077	hsa-mir-411	Thyroid Neoplasms	0
28598	hsa-mir-384	Neuroblastoma	0
19306	hsa-mir-28	Burkitt Lymphoma	0
26639	hsa-mir-372	HIV Infections	0
6199	hsa-mir-130a	Retinoblastoma	0
32720	hsa-mir-493	Liposarcoma	0
29796	hsa-mir-429	Pulmonary Fibrosis	0
27668	hsa-mir-377	Hematologic Neoplasms	0
188	hsa-let-7b	Endomyocardial Fibrosis	0
17072	hsa-mir-216b	Small Cell Lung Carcinoma	0
9050	hsa-mir-148b	Liver Diseases	0
28701	hsa-mir-409	Hepatitis B	0
8836	hsa-mir-148a	Acute Lung Injury	0
21674	hsa-mir-30b	Head and Neck Neoplasms	0
4381	hsa-mir-1258	Diabetes Mellitus	0
39405	hsa-mir-610	Esophageal Neoplasms	0
44991	hsa-mir-935	Neoplasms	0
39163	hsa-mir-602	Neoplasms	0
35644	hsa-mir-519d	Crohn Disease	0
12429	hsa-mir-191	Neuroblastoma	0
29689	hsa-mir-429	Biliary Tract Neoplasms	0
26754	hsa-mir-373	Coronary Artery Disease	0
40815	hsa-mir-637	Myocardial Reperfusion Injury	0
3691	hsa-mir-124	Marek Disease	0
30121	hsa-mir-448	Amyotrophic Lateral Sclerosis	0
28357	hsa-mir-383	Astrocytoma	0
6174	hsa-mir-130a	Nervous System Diseases	0
3656	hsa-mir-124	Gout	0
37462	hsa-mir-570	Head and Neck Neoplasms	0
30075	hsa-mir-433	Obesity	0
610	hsa-let-7e	Diabetic Retinopathy	0
548	hsa-let-7d	Pre-Eclampsia	0
19977	hsa-mir-29a	Myotonic Dystrophy	0
37093	hsa-mir-542	Sarcoma	0
33890	hsa-mir-502	Leiomyosarcoma	0
2347	hsa-mir-10a	HIV Infections	0
12323	hsa-mir-18b	Wounds and Injuries	0
23083	hsa-mir-324	Stroke	0
19347	hsa-mir-28	Hemangiosarcoma	0
17714	hsa-mir-221	Huntington Disease	0
11002	hsa-mir-181d	Precursor Cell Lymphoblastic Leukemia-Lymphoma	0
19340	hsa-mir-28	Granulosa Cell Tumor	0
41269	hsa-mir-647	Neuroblastoma	0
45333	hsa-mir-944	Testicular Neoplasms	0
15680	hsa-mir-208b	Polycystic Kidney Diseases	0
23475	hsa-mir-328	Mouth Neoplasms	0
22534	hsa-mir-320a	Endometriosis	0
3006	hsa-mir-1207	Rhabdomyosarcoma	0
26923	hsa-mir-374a	Hemangioma	0
29496	hsa-mir-423	Pancreatic Neoplasms	0
10078	hsa-mir-15b	Brain Ischemia	0
13882	hsa-mir-199a	Rectal Neoplasms	0
3555	hsa-mir-1236	Metabolic Diseases	0
729	hsa-let-7f	Barrett Esophagus	0
22764	hsa-mir-320b	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	0
25044	hsa-mir-345	Heart Diseases	0
34726	hsa-mir-508	Cataract	0
37032	hsa-mir-542	Inflammatory Bowel Diseases	0
25895	hsa-mir-362	Heart Diseases	0
27615	hsa-mir-377	Arthritis	0
27470	hsa-mir-376c	Biliary Atresia	0
32596	hsa-mir-492	Neurodegenerative Diseases	0
43570	hsa-mir-760	Aortic Valve Stenosis	0
41392	hsa-mir-650	Leukemia	0
40327	hsa-mir-628	Hepatoblastoma	0
25124	hsa-mir-345	Sarcoma	0
7312	hsa-mir-136	Osteoporosis	0
22820	hsa-mir-323a	Chordoma	0
17405	hsa-mir-219	Cystic Fibrosis	0
37304	hsa-mir-545	Fragile X Syndrome	0
21983	hsa-mir-30d	Hodgkin Disease	0
11302	hsa-mir-184	Arthritis	0
30442	hsa-mir-449b	Diabetes Mellitus	0
4214	hsa-mir-1254	Cardiovascular Diseases	0
29130	hsa-mir-421	Glioblastoma	0
20195	hsa-mir-29c	Fragile X Syndrome	0
33740	hsa-mir-501	Leiomyosarcoma	0
31448	hsa-mir-485	Adrenal Cortex Neoplasms	0
45525	hsa-mir-96	Diabetes Mellitus	0
37026	hsa-mir-542	Hodgkin Disease	0
43254	hsa-mir-720	Spinal Cord Injuries	0
4906	hsa-mir-127	Biliary Tract Neoplasms	0
45136	hsa-mir-942	Myocardial Infarction	0
2209	hsa-mir-107	Hypertension	0
44396	hsa-mir-922	Myelodysplastic Syndromes	0
38132	hsa-mir-582	Pituitary Neoplasms	0
19750	hsa-mir-299	Barrett Esophagus	0
32597	hsa-mir-492	Obesity	0
32715	hsa-mir-493	Laryngeal Neoplasms	0
31159	hsa-mir-455	Atherosclerosis	0
1980	hsa-mir-106a	Pituitary Neoplasms	0
31977	hsa-mir-488	Liver Cirrhosis	0
39763	hsa-mir-615	Myocardial Ischemia	0
37845	hsa-mir-575	Sarcoma	0
41948	hsa-mir-663	Colonic Neoplasms	0
6865	hsa-mir-134	Neoplasms	0
29102	hsa-mir-421	Cardiomyopathies	0
23682	hsa-mir-330	Amyotrophic Lateral Sclerosis	0
43286	hsa-mir-744	Cardiomyopathies	0
43001	hsa-mir-718	Down Syndrome	0
19402	hsa-mir-28	Pain	0
25407	hsa-mir-34b	Adrenal Cortex Neoplasms	0
33587	hsa-mir-500a	Leiomyoma	0
3178	hsa-mir-1228	Brain Neoplasms	0
23227	hsa-mir-325	Retinoblastoma	0
5986	hsa-mir-1303	Hepatitis C	0
41060	hsa-mir-646	Gout	0
12312	hsa-mir-18b	Small Cell Lung Carcinoma	0
26381	hsa-mir-370	Myotonic Dystrophy	0
18029	hsa-mir-223	Pulmonary Embolism	0
42446	hsa-mir-671	Leiomyoma	0
38524	hsa-mir-590	Huntington Disease	0
32275	hsa-mir-490	Liver Cirrhosis	0
6332	hsa-mir-130b	Precursor Cell Lymphoblastic Leukemia-Lymphoma	0
42370	hsa-mir-671	Adenoviridae Infections	0
20185	hsa-mir-29c	Crohn Disease	0
24148	hsa-mir-338	Diabetes Mellitus	0
19838	hsa-mir-299	Myocardial Infarction	0
13789	hsa-mir-199a	Cholesteatoma	0
39300	hsa-mir-608	Medulloblastoma	0
39441	hsa-mir-610	Leukemia	0
23438	hsa-mir-328	Head and Neck Neoplasms	0
35348	hsa-mir-513b	Down Syndrome	0
39074	hsa-mir-602	Brain Neoplasms	0
22378	hsa-mir-32	Coronary Artery Disease	0
35410	hsa-mir-513b	Myocardial Reperfusion Injury	0
37060	hsa-mir-542	Myocardial Reperfusion Injury	0
15109	hsa-mir-204	Oligodendroglioma	0
42893	hsa-mir-708	Liver Diseases	0
15993	hsa-mir-21	Amyotrophic Lateral Sclerosis	0
43568	hsa-mir-760	Alzheimer Disease	0
16966	hsa-mir-216b	Coronary Artery Disease	0
26296	hsa-mir-370	Biliary Tract Neoplasms	0
36934	hsa-mir-539	Pheochromocytoma	0
8208	hsa-mir-143	Cataract	0
9860	hsa-mir-155	Hearing Loss	0
21353	hsa-mir-302e	Cardiovascular Diseases	0
45707	hsa-mir-98	Liposarcoma	0
38431	hsa-mir-589	Parkinson Disease	0
27740	hsa-mir-377	Rhabdomyosarcoma	0
20366	hsa-mir-300	Keloid	0
44489	hsa-mir-92a	Endometrial Neoplasms	0
28189	hsa-mir-381	Sepsis	0
12699	hsa-mir-193a	Liver Failure	0
31380	hsa-mir-483	Liver Neoplasms	0
9409	hsa-mir-152	Choriocarcinoma	0
34061	hsa-mir-503	Myocarditis	0
20350	hsa-mir-300	Heart Failure	0
25506	hsa-mir-34b	Myocarditis	0
23813	hsa-mir-330	Spinal Cord Injuries	0
33097	hsa-mir-497	Choriocarcinoma	0
31526	hsa-mir-485	Liposarcoma	0
20637	hsa-mir-301b	Gout	0
36240	hsa-mir-520d	Colorectal Neoplasms	0
45850	hsa-mir-99a	Leprosy	0
43052	hsa-mir-718	Medulloblastoma	0
37502	hsa-mir-570	Multiple Myeloma	0
24577	hsa-mir-33b	Chordoma	0
16934	hsa-mir-216b	Acute Lung Injury	0
43235	hsa-mir-720	Pituitary Neoplasms	0
22319	hsa-mir-31	Periodontitis	0
43432	hsa-mir-758	Cardiomegaly	0
38305	hsa-mir-584	Testicular Neoplasms	0
45717	hsa-mir-98	Meningioma	0
40990	hsa-mir-638	Pulmonary Fibrosis	0
4753	hsa-mir-125b	Small Cell Lung Carcinoma	0
29495	hsa-mir-423	Pain	0
4594	hsa-mir-125a	Myotonic Dystrophy	0
30622	hsa-mir-451	Huntington Disease	0
38616	hsa-mir-592	Atherosclerosis	0
39898	hsa-mir-616	Liver Cirrhosis	0
23937	hsa-mir-331	Ovarian Neoplasms	0
9250	hsa-mir-149	Spinal Cord Injuries	0
6866	hsa-mir-134	Nervous System Diseases	0
5730	hsa-mir-1297	Neuroblastoma	0
12006	hsa-mir-188	Pituitary Neoplasms	0
667	hsa-let-7e	Myocardial Infarction	0
3439	hsa-mir-1231	Pre-Eclampsia	0
19882	hsa-mir-299	Testicular Neoplasms	0
18763	hsa-mir-26a	Cardiomyopathies	0
42492	hsa-mir-671	Polycystic Kidney Diseases	0
26820	hsa-mir-373	Myocardial Reperfusion Injury	0
6667	hsa-mir-133b	Fragile X Syndrome	0
2049	hsa-mir-106b	Glioblastoma	0
4317	hsa-mir-1254	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	0
14883	hsa-mir-203	Atrial Fibrillation	0
41877	hsa-mir-661	Oligodendroglioma	0
27788	hsa-mir-378a	Cystic Fibrosis	0
11301	hsa-mir-184	Aortic Valve Stenosis	0
23736	hsa-mir-330	Hepatitis C	0
28109	hsa-mir-381	Hearing Loss	0
39297	hsa-mir-608	Lupus Nephritis	0
22797	hsa-mir-323a	Amyotrophic Lateral Sclerosis	0
1778	hsa-mir-105	Hepatitis C	0
3192	hsa-mir-1228	Colonic Neoplasms	0
17088	hsa-mir-217	Alzheimer Disease	0
25844	hsa-mir-362	Amyotrophic Lateral Sclerosis	0
10677	hsa-mir-181b	Melanoma	0
16685	hsa-mir-215	Gout	0
43463	hsa-mir-758	Graft vs Host Disease	0
17076	hsa-mir-216b	Testicular Neoplasms	0
29178	hsa-mir-421	Multiple Sclerosis	0
34410	hsa-mir-505	Wounds and Injuries	0
2699	hsa-mir-1179	Pulmonary Embolism	0
45075	hsa-mir-942	Diabetes Mellitus	0
15629	hsa-mir-208b	Inflammation	0
23111	hsa-mir-325	Burns	0
289	hsa-let-7c	Adrenal Cortex Neoplasms	0
23684	hsa-mir-330	Arthritis	0
14772	hsa-mir-202	Gout	0
9536	hsa-mir-153	Biliary Tract Neoplasms	0
29213	hsa-mir-421	Reperfusion Injury	0
38130	hsa-mir-582	Periodontitis	0
36523	hsa-mir-522	Atrial Fibrillation	0
13480	hsa-mir-197	Biliary Atresia	0
34197	hsa-mir-504	Marek Disease	0
1936	hsa-mir-106a	Laryngeal Neoplasms	0
34874	hsa-mir-509	Cardiomyopathies	0
45218	hsa-mir-944	Choriocarcinoma	0
4834	hsa-mir-126	Liposarcoma	0
43740	hsa-mir-873	Carotid Artery Diseases	0
43758	hsa-mir-873	Endometrial Neoplasms	0
7714	hsa-mir-139	Multiple Sclerosis	0
24885	hsa-mir-342	Fatty Liver	0
7323	hsa-mir-136	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	0
19706	hsa-mir-298	Periodontitis	0
43791	hsa-mir-873	Kidney Neoplasms	0
4819	hsa-mir-126	Huntington Disease	0
22025	hsa-mir-30d	Neurodegenerative Diseases	0
19148	hsa-mir-27b	Adrenal Cortex Neoplasms	0
35116	hsa-mir-511	Osteoporosis	0
6055	hsa-mir-1303	Rectal Neoplasms	0
16279	hsa-mir-211	HIV Infections	0
17639	hsa-mir-22	Psoriasis	0
31895	hsa-mir-488	Adenoviridae Infections	0
18541	hsa-mir-24	Leprosy	0
39772	hsa-mir-615	Neurodegenerative Diseases	0
45770	hsa-mir-98	Urinary Bladder Neoplasms	0
35559	hsa-mir-517a	Myocardial Infarction	0
6587	hsa-mir-133a	Osteoarthritis	0
35505	hsa-mir-517a	Fatty Liver	0
6416	hsa-mir-132	Hodgkin Disease	0
21437	hsa-mir-302e	Nervous System Diseases	0
23617	hsa-mir-329	Lung Neoplasms	0
42568	hsa-mir-675	Glioblastoma	0
2266	hsa-mir-107	Pulmonary Embolism	0
26656	hsa-mir-372	Liposarcoma	0
14499	hsa-mir-200b	Head and Neck Neoplasms	0
30514	hsa-mir-449b	Neurodegenerative Diseases	0
4427	hsa-mir-1258	Liver Cirrhosis	0
21288	hsa-mir-302d	Neurodegenerative Diseases	0
34472	hsa-mir-506	HIV Infections	0
16807	hsa-mir-216a	Cataract	0
7040	hsa-mir-135a	Retinal Degeneration	0
2000	hsa-mir-106a	Testicular Neoplasms	0
16419	hsa-mir-212	Hemangiosarcoma	0
18729	hsa-mir-25	Retinal Degeneration	0
7036	hsa-mir-135a	Psoriasis	0
25184	hsa-mir-346	Fibrosarcoma	0
14887	hsa-mir-203	Brain Ischemia	0
35395	hsa-mir-513b	Lung Neoplasms	0
2952	hsa-mir-1207	Leprosy	0
10668	hsa-mir-181b	Liposarcoma	0
1601	hsa-mir-103a	Diabetes Mellitus	0
7193	hsa-mir-135b	Tourette Syndrome	0
17523	hsa-mir-22	Adrenal Cortex Neoplasms	0
41659	hsa-mir-657	Fibrosarcoma	0
41683	hsa-mir-657	Hypertrophy	0
16155	hsa-mir-210	Leiomyosarcoma	0
22480	hsa-mir-32	Rhabdomyosarcoma	0
39609	hsa-mir-612	Myelodysplastic Syndromes	0
14983	hsa-mir-203	Pituitary Neoplasms	0
36750	hsa-mir-524	Lung Neoplasms	0
21369	hsa-mir-302e	Diabetic Nephropathies	0
12086	hsa-mir-18a	Hearing Loss	0
27020	hsa-mir-374b	Aortic Valve Stenosis	0
4195	hsa-mir-1254	Adrenal Cortex Neoplasms	0
28351	hsa-mir-383	Adrenocortical Carcinoma	0
15639	hsa-mir-208b	Leukemia	0
44389	hsa-mir-922	Melanoma	0
29106	hsa-mir-421	Cerebral Hemorrhage	0
34538	hsa-mir-506	Rhabdomyosarcoma	0
16506	hsa-mir-214	Adenoviridae Infections	0
5169	hsa-mir-1271	Reperfusion Injury	0
16732	hsa-mir-215	Myelodysplastic Syndromes	0
11766	hsa-mir-187	Colonic Neoplasms	0
27947	hsa-mir-379	Endomyocardial Fibrosis	0
33303	hsa-mir-498	Mouth Neoplasms	0
1987	hsa-mir-106a	Pulmonary Embolism	0
16210	hsa-mir-210	Thyroid Neoplasms	0
15096	hsa-mir-204	Multiple Myeloma	0
44668	hsa-mir-92b	Kidney Neoplasms	0
45014	hsa-mir-935	Prostatic Neoplasms	0
13833	hsa-mir-199a	Laryngeal Neoplasms	0
42884	hsa-mir-708	Kidney Diseases	0
18150	hsa-mir-224	Neuroblastoma	0
34464	hsa-mir-506	Heart Diseases	0
39746	hsa-mir-615	Liver Diseases	0
8193	hsa-mir-143	Arthritis	0
32733	hsa-mir-493	Multiple Sclerosis	0
1273	hsa-mir-1	Pulmonary Fibrosis	0
14252	hsa-mir-19b	Liver Neoplasms	0
3679	hsa-mir-124	Kidney Neoplasms	0
2859	hsa-mir-1202	Schizophrenia	0
45349	hsa-mir-95	Astrocytoma	0
5044	hsa-mir-1271	Aortic Valve Stenosis	0
292	hsa-let-7c	Amyotrophic Lateral Sclerosis	0
38791	hsa-mir-593	Diabetes Mellitus	0
3262	hsa-mir-1228	Myocardial Ischemia	0
38261	hsa-mir-584	Myocardial Ischemia	0
41223	hsa-mir-647	Hepatitis C	0
26088	hsa-mir-363	Nasopharyngeal Neoplasms	0
24013	hsa-mir-335	Esophageal Neoplasms	0
16148	hsa-mir-210	Hypertension	0
40724	hsa-mir-637	Astrocytoma	0
21766	hsa-mir-30b	Waldenstrom Macroglobulinemia	0
36738	hsa-mir-524	Kidney Diseases	0
9093	hsa-mir-148b	Psoriasis	0
25380	hsa-mir-34a	Periodontal Diseases	0
10150	hsa-mir-15b	Mouth Neoplasms	0
8108	hsa-mir-142	Huntington Disease	0
8922	hsa-mir-148a	Mouth Neoplasms	0
20115	hsa-mir-29b	Osteoporosis	0
40590	hsa-mir-630	Cataract	0
8078	hsa-mir-142	Diabetes Mellitus	0
3196	hsa-mir-1228	Cystic Fibrosis	0
35173	hsa-mir-512	Burkitt Lymphoma	0
38726	hsa-mir-592	Pituitary Neoplasms	0
27265	hsa-mir-375	Neurilemmoma	0
7336	hsa-mir-136	Sarcoma	0
16927	hsa-mir-216a	Thyroid Neoplasms	0
27070	hsa-mir-374b	Hearing Loss	0
28522	hsa-mir-384	Colitis	0
43687	hsa-mir-760	Pituitary Neoplasms	0
947	hsa-let-7g	Liver Neoplasms	0
5180	hsa-mir-1271	Thyroid Neoplasms	0
8080	hsa-mir-142	Diabetic Retinopathy	0
22767	hsa-mir-320b	Pre-Eclampsia	0
7949	hsa-mir-141	Graft vs Host Disease	0
16714	hsa-mir-215	Leukemia	0
15778	hsa-mir-20a	Leiomyoma	0
10357	hsa-mir-17	Carotid Artery Diseases	0
21178	hsa-mir-302c	Waldenstrom Macroglobulinemia	0
22572	hsa-mir-320a	Liposarcoma	0
24924	hsa-mir-342	Liver Diseases	0
12907	hsa-mir-194	Adrenocortical Carcinoma	0
34560	hsa-mir-507	Asthma	0
30203	hsa-mir-448	Lupus Nephritis	0
23538	hsa-mir-329	Aortic Valve Stenosis	0
10652	hsa-mir-181b	HIV Infections	0
11542	hsa-mir-185	Myocarditis	0
9348	hsa-mir-150	Myotonic Dystrophy	0
28485	hsa-mir-383	Testicular Neoplasms	0
33856	hsa-mir-502	Fatty Liver	0
10298	hsa-mir-16	Neurilemmoma	0
34256	hsa-mir-504	Uterine Cervical Neoplasms	0
13850	hsa-mir-199a	Metabolic Diseases	0
42027	hsa-mir-663	Oligodendroglioma	0
18957	hsa-mir-26b	Lupus Nephritis	0
44566	hsa-mir-92a	Pituitary Neoplasms	0
21963	hsa-mir-30d	Fibrosarcoma	0
16253	hsa-mir-211	Diabetic Nephropathies	0
44965	hsa-mir-935	Leprosy	0
35380	hsa-mir-513b	Inflammatory Bowel Diseases	0
38042	hsa-mir-582	Colitis	0
38365	hsa-mir-589	Granulosa Cell Tumor	0
40699	hsa-mir-630	Retinoblastoma	0
14146	hsa-mir-19a	Periodontitis	0
12567	hsa-mir-192	Myocardial Ischemia	0
9280	hsa-mir-150	Cerebral Hemorrhage	0
40106	hsa-mir-622	Stroke	0
24556	hsa-mir-33b	Amyotrophic Lateral Sclerosis	0
33699	hsa-mir-501	Diabetes Mellitus	0
30019	hsa-mir-433	Head and Neck Neoplasms	0
14312	hsa-mir-19b	Wounds and Injuries	0
26647	hsa-mir-372	Ischemia	0
23863	hsa-mir-331	Down Syndrome	0
31786	hsa-mir-487b	Esophageal Neoplasms	0
30556	hsa-mir-449b	Wounds and Injuries	0
42385	hsa-mir-671	Brain Neoplasms	0
24983	hsa-mir-342	Tourette Syndrome	0
